x,y,z,c,label
-1.8089963454080558,2.4355880777835424,0.5472456327344074,g,Italy
-0.1352647125648677,-0.398710759513126,-0.8904385690205996,b,Uruguay
-0.1994925103076784,-0.38308385480059637,-0.7052672293114586,c,Pakistan
-0.6567833192614762,-0.4019764663456568,-0.36349855030129274,m,Niger
-0.6908988309851949,-0.3998847162743315,-0.30759359138783743,m,Niger
-0.6247486188335383,-0.37100449448926626,-0.39575277073092197,c,Pakistan
2.849705562510919,0.30316507575727253,1.5590249760946153,r,United States of America
-0.20605344981863327,-0.2939159720965482,-0.811341140840644,b,Uruguay
-2.033755867274443,-0.37424229264323067,1.3003950360157057,g,Italy
-0.10759027614465876,-0.39310558635795234,-0.8755415117998502,b,Uruguay
-0.19985961282702863,-0.39578529532127094,-0.806634550890089,c,Pakistan
-0.6839032505234192,-0.40267741720451516,-0.3391930287385253,m,Niger
-2.2915368627334636,3.2427085378395555,0.656456537735054,g,Italy
2.4839367404246446,0.4992989832361315,3.565641225867059,r,United States of America
-2.1031452959470727,-0.3730695139756267,1.3922270279843858,g,Italy
-0.7259703131120377,-0.3947809203370861,-0.27516459091417,m,Niger
-0.2676658751521745,-0.40150408698254303,-0.7731051369392664,b,Uruguay
-0.6342776075736212,-0.29979938061519,-0.4046997324428542,c,Pakistan
-0.22788160687829584,-0.38860634103301933,-0.7151634248879717,c,Pakistan
-0.6579606320787414,-0.40080933314875683,-0.35217873222203716,m,Niger
-0.13042731546685404,-0.09843578271082416,-0.9473486819705556,b,Uruguay
3.5003677882219084,0.340655523320287,1.1752828679221214,r,United States of America
-1.9149529508315395,1.5435577698949046,0.3242740419919721,g,Italy
-0.707118472633184,-0.38146112216994454,-0.30249217131446654,m,Niger
3.363124326953334,0.35014358856659306,1.4201712362262895,r,United States of America
-0.6308199044345499,-0.3254391066380895,-0.40155308428795045,c,Pakistan
-0.7917704064358275,0.8748654875859332,-0.551464726012302,b,Uruguay
3.400105426639805,0.19841557862318346,0.0977211509086899,r,United States of America
-1.8260738449212146,1.2227901975237505,0.5298055407316788,g,Italy
-0.7105395852626328,-0.3932680454354922,-0.29399397006532146,m,Niger
-0.6290427475906987,-0.33854598924716434,-0.3999717214286973,c,Pakistan
2.7251274860628274,0.2214497650507097,0.9899868961849724,r,United States of America
-0.8237569524323011,1.1135548226546073,-0.581331367729301,b,Uruguay
1.9453220008027128,0.22395638809468213,1.8311112109990837,r,United States of America
-2.199420737893465,1.587312857547269,0.8394455012511162,g,Italy
-0.7077537769551184,-0.40124053906669505,-0.3103256815573585,m,Niger
-0.6269619938505376,-0.3539311482883055,-0.398100431717025,c,Pakistan
-0.8229748026475371,1.107854133524149,-0.580669616655177,b,Uruguay
2.2754444760179378,0.15484673257570417,0.9634274207602427,r,United States of America
-2.1087880560257077,2.453853525513614,0.573428011214645,g,Italy
2.281444113609174,0.15392049061921007,0.924690706389197,r,United States of America
-0.6210598597366014,-0.3978004647313136,-0.392677004950266,m,Niger
-0.6406916960034871,-0.2513940666698168,-0.41096238317672934,c,Pakistan
-1.3083269060135323,4.727562816822332,-1.0328075415397255,b,Uruguay
2.519105103594509,0.17075364335590296,0.8333571242744066,r,United States of America
-2.0028038171147533,1.3143365646688172,0.8858176059101608,g,Italy
-0.6209639015131525,-0.3983743631364148,-0.3926591508780176,m,Niger
-0.6456373766656978,-0.21436943483344403,-0.4156403849914327,c,Pakistan
3.075847255649012,0.18903847752674222,0.42219853669070007,r,United States of America
-1.4646745301814534,5.893682705304179,-1.1785035186262207,b,Uruguay
3.858908475945934,0.19677174220988738,-0.364863421931396,r,United States of America
-1.900956210459784,0.1663668410842352,1.3454217467859289,g,Italy
-0.6207909024965566,-0.39951807703229336,-0.39257192398279456,m,Niger
-0.633700553582563,-0.3032430526260951,-0.4045961610266557,c,Pakistan
4.0390438365924775,0.3116822933353129,0.322769281645945,r,United States of America
-1.7599721252516827,8.09604073343892,-1.4536219064390146,b,Uruguay
-1.6364633073131278,-0.21863860244433997,1.284293761309338,g,Italy
4.000225156379006,0.47204254813614227,1.6282149904290746,r,United States of America
-0.6206949442731078,-0.4000919754373945,-0.3925540699105462,m,Niger
-0.6252018638830154,-0.3664811681003194,-0.3967518804761545,c,Pakistan
-1.1014839616418977,3.1854405903177065,-0.8403679631298481,b,Uruguay
4.754753474591145,0.36936814580142,-0.010832599121830171,r,United States of America
-1.6157423516648022,0.323027522563313,1.168769328710533,g,Italy
-0.6207511106604053,-0.39952666523138797,-0.3926802910101846,m,Niger
6.0238347520610835,0.44360755625321807,-0.8472358369274343,r,United States of America
-0.6368690774009224,-0.2793253033987972,-0.4076927999821059,c,Pakistan
-0.6796466194610626,0.0396925289531025,-0.44753642568957475,b,Uruguay
5.937747304394464,0.36507205751727606,-1.4080503286418433,r,United States of America
5.875762902483889,0.3941773341714114,-1.131136172504277,r,United States of America
3.6943004857413033,0.3437106575156314,0.8270763035727834,r,United States of America
4.268733034341192,0.26844406263570036,-0.3449596717676416,r,United States of America
3.456902895208488,0.30944081504971127,0.885910151306748,r,United States of America
2.936024468500057,0.2713947994000751,1.1861734569486364,r,United States of America
-0.7340913750391097,0.44586622600652437,-0.498320970902995,g,Italy
-0.6519737719772334,-0.16653407716899737,-0.42183543941097884,b,Uruguay
-0.6389113439552978,-0.2639484509764525,-0.4096689037038767,c,Pakistan
-0.6209600539836319,-0.3978220056241246,-0.39294881077306393,m,Niger
